sample_id,origin,path,sha256,size_bytes,format,label,serializer,container_chain,Inner_pickle_path,repo_id,used_in_RQ
3-3-E-00062,Public-PoC,data/public_poc/3-3-E-00062.pkl,1b489618b990e010c19e19a8ad459c2c73fb47a92c50f1c8152f8eb0426ec623,98,pkl,T,pickle,raw,,,
3-3-E-00063,Public-PoC,data/public_poc/3-3-E-00063.pkl,5adad2938833c869167dd17d6d4defb95dd43e1bb93e7a93132b264295fb9233,147,pkl,T,pickle,raw,,,
3-3-E-00064,Public-PoC,data/public_poc/3-3-E-00064.pkl,fe8c6d04651288a645e6bb4bef9042c5c8bec6a6dafd96dcf881b1e58d4d2bca,119,pkl,T,pickle,raw,,,
3-3-E-00065,Public-PoC,data/public_poc/3-3-E-00065.pkl,b23af017c1815e37e20825e198535047cfb3245d1ba8a013f4f2d8f4351551ff,135,pkl,T,pickle,raw,,,
3-3-E-00066,Public-PoC,data/public_poc/3-3-E-00066.pkl,da791df834255b874b143eee811a846cd4f3e3f438414b29cafab55df1214ae4,115,pkl,T,pickle,raw,,,
3-3-E-00067,Public-PoC,data/public_poc/3-3-E-00067.pkl,590750d42ec5e12261b942a414905f82cfbb4c68da24e4dd26450dde31106982,138,pkl,T,pickle,raw,,,
3-3-E-00068,Public-PoC,data/public_poc/3-3-E-00068.pkl,c6db4b49f5929232af29befe3fc4d6553e9a542d75314d2bac657dd96d8d5934,80,pkl,T,pickle,raw,,,
3-3-E-00069,Public-PoC,data/public_poc/3-3-E-00069.pkl,1e85343b4248f551d1274b9fbbbee22cc7efe6dc622b9f3b5065cd2002b288ce,196,pkl,T,pickle,raw,,,
3-3-E-00070,Public-PoC,data/public_poc/3-3-E-00070.pkl,42a25b6bc1807929a0164742e887edef071222f2cfb3727a739a6805e15471a2,149,pkl,T,pickle,raw,,,
3-3-E-00071,Public-PoC,data/public_poc/3-3-E-00071.pkl,e99d68593d0a995456bd6a25498f70d65df98198745da1a2fc260e5ea6a825ad,156,pkl,T,pickle,raw,,,
3-3-E-00072,Public-PoC,data/public_poc/3-3-E-00072.pkl,943ada176d4837c73ad56ce098334f553f03ed35add7ada985a6bcacb5b3e535,171,pkl,T,pickle,raw,,,
3-3-E-00073,Public-PoC,data/public_poc/3-3-E-00073.pkl,9f5dee689098b12b37736b71305eca849fe037cadd65d3bb9a405ae17ad6d0f2,132,pkl,T,pickle,raw,,,
3-3-E-00074,Public-PoC,data/public_poc/3-3-E-00074.pkl,5571912e84d7b53e82098271a44575e7e0a0f01a59c3e1195afccb7de6187fb1,95,pkl,T,pickle,raw,,,
3-3-E-00075,Public-PoC,data/public_poc/3-3-E-00075.pkl,b1df516fa790d9c06fc33e1a98d641112cbffe2c41e86f5232e1fb1603c1a9b2,112,pkl,T,pickle,raw,,,
3-3-E-00076,Public-PoC,data/public_poc/3-3-E-00076.pkl,66a21ad80203c5c86c07ba08d376bcebc8e16f260acc28de342961d410c431fb,109,pkl,T,pickle,raw,,,
3-3-E-00077,Public-PoC,data/public_poc/3-3-E-00077.pkl,471dab99c409944865fecdedc997e0594d74991022745adae04fdaa8aabe7add,176,pkl,T,pickle,raw,,,
3-3-E-00078,Public-PoC,data/public_poc/3-3-E-00078.pkl,6288235cc015272f20cfb40912595550a9a0e7ecd107bff023d8237739998e83,152,pkl,T,pickle,raw,,,
3-3-E-00079,Public-PoC,data/public_poc/3-3-E-00079.pkl,c7c7fd170a6845e07e5c0399c1e5245629afaae7d9ca675b8390d898394c9e76,163,pkl,T,pickle,raw,,,
3-3-E-00080,Public-PoC,data/public_poc/3-3-E-00080.pkl,40da7d75f2e307b80e4da99b6f891da7f5752661d8de01b84b86b076ab05573f,144,pkl,T,pickle,raw,,,
3-3-E-00081,Public-PoC,data/public_poc/3-3-E-00081.pkl,b044235686021661e1957cba9437af5c540d5ee93a3a2b8d6eebd0bd772de4e5,116,pkl,T,pickle,raw,,,
3-3-E-00082,Public-PoC,data/public_poc/3-3-E-00082.pkl,2d609cdc06f6dd5288f410aac5a9f0abfcd58b2bc5e8178fd07f5e3ad2b38aed,116,pkl,T,pickle,raw,,,
3-3-E-00083,Public-PoC,data/public_poc/3-3-E-00083.pkl,4bb5bde68d6785049608922a37a79afc9e75c5a62ebd39e1955f6b3566de2786,156,pkl,T,pickle,raw,,,
3-3-E-00084,Public-PoC,data/public_poc/3-3-E-00084.pkl,f12bfc332e6322477eb940184fef20f6ed199512389c2b806f734d8e19726f57,179,pkl,T,pickle,raw,,,
3-3-E-00085,Public-PoC,data/public_poc/3-3-E-00085.pkl,444ce7c65ed5b075a2b896312bfb85a2a627b794facfbb297c6f95d741dea8f5,139,pkl,T,pickle,raw,,,
3-3-E-00086,Public-PoC,data/public_poc/3-3-E-00086.pkl,a4791fcc6f122ad20984b5bb9e76e0772d2bebdeb4a438cee301da37f23d68e3,152,pkl,T,pickle,raw,,,
3-3-E-00087,Public-PoC,data/public_poc/3-3-E-00087.pkl,a357fa2158e1182a1dc15960698b80883b09e6e5c65c02868b638a8f9ec359d1,130,pkl,T,pickle,raw,,,
3-3-E-00088,Public-PoC,data/public_poc/3-3-E-00088.pkl,495fd6cb5354878d9f6b2f3097c89ec79b5690723ed239672a29ed5377fbb9f0,134,pkl,T,pickle,raw,,,
3-3-E-00089,Public-PoC,data/public_poc/3-3-E-00089.pkl,a7b7ef55acfc80bb9048a30a9008542f1b546f1289c11f1df409247c31ab1b83,175,pkl,T,pickle,raw,,,
3-3-E-00090,Public-PoC,data/public_poc/3-3-E-00090.pkl,466d4afe3d741a4296a14c0a8d7c5c47fd751fa139cb668d5596d694a7a651fc,147,pkl,T,pickle,raw,,,
3-3-E-00091,Public-PoC,data/public_poc/3-3-E-00091.pkl,5d71a355223c481786cb891196ebc36ad337722d4f4e1e934c97ec2d899b2fa8,102,pkl,T,pickle,raw,,,
3-3-E-00092,Public-PoC,data/public_poc/3-3-E-00092.pkl,272148e806303074b51b83f3ae05122d1bac29bb14e4c7f4d49347841a4dc2f0,171,pkl,T,pickle,raw,,,
3-3-E-00093,Public-PoC,data/public_poc/3-3-E-00093.pkl,fb9463beb7e5f8974f787c461f3027d6147c007119af46ae13047ef56669ef6b,55,pkl,T,pickle,raw,,,
3-3-E-00094,Public-PoC,data/public_poc/3-3-E-00094.pkl,df1fe8c16c4653984e400e2ade7db5b54612619dda4ed169c292aece2ade10ae,129,pkl,T,pickle,raw,,,
3-3-E-00095,Public-PoC,data/public_poc/3-3-E-00095.pkl,5811f483c289b1cd304b2cc43cc64f2f9e5c024419676d96c7db722b33d499d9,135,pkl,T,pickle,raw,,,
3-3-E-00096,Public-PoC,data/public_poc/3-3-E-00096.pkl,ee465e839ee89c843327722cce9de5c959e00fd66666943d3f9a13b49065816a,140,pkl,T,pickle,raw,,,
3-3-E-00097,Public-PoC,data/public_poc/3-3-E-00097.pkl,2b7ba012314e99574f27e75451ad0757032aa37d3db6cab8e324e6a1520e2043,259,pkl,T,pickle,raw,,,
3-3-E-00098,Public-PoC,data/public_poc/3-3-E-00098.pkl,4208456b92bc662bf5a07479df4f7879c4ab5cfa6de3f3c04bc9be81e55877ed,78,pkl,T,pickle,raw,,,
3-3-E-00099,Public-PoC,data/public_poc/3-3-E-00099.pkl,93dba29acea1cece212f852391657388bc70b7529d3f6aab22b223d5e7a3edc1,49,pkl,T,pickle,raw,,,
3-3-E-00100,Public-PoC,data/public_poc/3-3-E-00100.pkl,92ae38c92149082e0029853f63a78d998d0dbfbe7af718e77a9ddc3f35c74f1d,137,pkl,T,pickle,raw,,,
3-3-E-00101,Public-PoC,data/public_poc/3-3-E-00101.pkl,1587d33374b53a561261c995f185a997c96d5d084c6049c6c2ea156e84b8a8f6,110,pkl,T,pickle,raw,,,
3-3-E-00102,Public-PoC,data/public_poc/3-3-E-00102.pkl,e292aa9c12c9bd44c8b460504ccd07f05ea896d31eef0e0424bce8bad1d4c6e1,179,pkl,T,pickle,raw,,,
3-3-E-00103,Public-PoC,data/public_poc/3-3-E-00103.pkl,9812691bb93771e414844de9678f1e754f75ff82d08f28614e79fd1a9599b353,68,pkl,T,pickle,raw,,,
3-3-E-00104,Public-PoC,data/public_poc/3-3-E-00104.pkl,da42865da204d186002ece6f7e35fadf1fc6c4c6208ab36082da3cabf7caac20,135,pkl,T,pickle,raw,,,
3-3-E-00105,Public-PoC,data/public_poc/3-3-E-00105.pkl,c0a54a006ea2d674b8b0483c68dd93de5a4508bf1a55734ebef949b6921490b5,120,pkl,T,pickle,raw,,,
3-3-E-00106,Public-PoC,data/public_poc/3-3-E-00106.pkl,7441379726e93012ab73203dbc55876009227972af0908e7bde604c51ec9c04c,96,pkl,T,pickle,raw,,,
3-3-E-00107,Public-PoC,data/public_poc/3-3-E-00107.pkl,86025067e8542d1493ad2d7d85762a4ad09438b8e312272067b55d8de0aac1b6,135,pkl,T,pickle,raw,,,
3-3-E-00108,Public-PoC,data/public_poc/3-3-E-00108.pkl,52006513528e3c9584dfb7d14e34e246ac68bfd76412a46f0b0b6d9e5b809434,141,pkl,T,pickle,raw,,,
3-3-E-00109,Public-PoC,data/public_poc/3-3-E-00109.pkl,87ddc33fb859fe829efdf0572b19ccf979f2cfc580f59eab485bd426dc41bbac,65,pkl,T,pickle,raw,,,
3-3-E-00110,Public-PoC,data/public_poc/3-3-E-00110.pkl,cd37f9b09a06450313f705519ad58b04bfeb8d68bdb5b6259f0b2a623c616ad6,138,pkl,T,pickle,raw,,,
3-3-E-00111,Public-PoC,data/public_poc/3-3-E-00111.pkl,e6e94ec36ed59471af32ad94411c94e71427e2679ef58ed737c4329d47df7163,86,pkl,T,pickle,raw,,,
3-3-E-00112,Public-PoC,data/public_poc/3-3-E-00112.pkl,e23ae118dbbfd54906aed5a1f44b39f8dd842aa89ebf88e2d104e05a428d2caf,64,pkl,T,pickle,raw,,,
3-3-E-00113,Public-PoC,data/public_poc/3-3-E-00113.pkl,08c4243b6ca0e5ec77b2385af77a3c456459077c49acd5a183981d926dbaaf74,127,pkl,T,pickle,raw,,,
3-3-E-00114,Public-PoC,data/public_poc/3-3-E-00114.pkl,a591fb3236ba775e3067408f8bb82802a09551fd2d739072243376dce191c167,64,pkl,T,pickle,raw,,,
3-3-E-00115,Public-PoC,data/public_poc/3-3-E-00115.pkl,9cce50d106487d1877656b561b41203394b147239639b0e3f0880c1112587ba8,144,pkl,T,pickle,raw,,,
3-3-E-00116,Public-PoC,data/public_poc/3-3-E-00116.pkl,23a9276807b22b6bd2b827721da570afb44c569e2e867844f6107d1c283fef4b,136,pkl,T,pickle,raw,,,
3-3-E-00117,Public-PoC,data/public_poc/3-3-E-00117.pkl,74a4a3278eec2ce4fe37933f887a14bb7cdf316da3236ae594439b6ef71b0445,117,pkl,T,pickle,raw,,,
3-3-E-00118,Public-PoC,data/public_poc/3-3-E-00118.pkl,5ba28f76e366d8b28462c84cc73d306b690b8bb8422f4541578c0d52fe0c1f3d,136,pkl,T,pickle,raw,,,
3-3-E-00119,Public-PoC,data/public_poc/3-3-E-00119.pkl,2ecfc287467c385352b4095b9bd848bc4d8fb994a978ccf5e16f42bc18adae30,143,pkl,T,pickle,raw,,,
3-3-E-00120,Public-PoC,data/public_poc/3-3-E-00120.pkl,bf87c8ec7dc7b789fe6c40d07a0af50e726f1cb0b95d47b6cc3fbb4f76cdc27e,92,pkl,T,pickle,raw,,,
3-3-E-00121,Public-PoC,data/public_poc/3-3-E-00121.pkl,2c3dac799d6af4cec414a878d5343039d834a6d06c6e5eaa54af7fd47fd0ad16,163,pkl,T,pickle,raw,,,
3-3-E-00122,Public-PoC,data/public_poc/3-3-E-00122.pkl,e995d04e4ee227d4820fe37f43593b4f9ad727a6ff153f4aa9a392e4955d4702,124,pkl,T,pickle,raw,,,
3-3-E-00123,Public-PoC,data/public_poc/3-3-E-00123.pkl,3921df2fe1654c017a56f6ed8be0bd3d1347f2257c377b5bc9334e8e7d7c06c8,178,pkl,T,pickle,raw,,,
3-3-E-00124,Public-PoC,data/public_poc/3-3-E-00124.pkl,cb32b4161a0a21ceff1dc5d3251ba20868a22bdff8005e821660cea3fd33c2b7,90,pkl,T,pickle,raw,,,
3-3-E-00125,Public-PoC,data/public_poc/3-3-E-00125.pkl,a9d8796f95ed734296328f295b3e955f0157d994f89f0b52934ed73edebefc1d,130,pkl,T,pickle,raw,,,
3-3-E-00126,Public-PoC,data/public_poc/3-3-E-00126.pkl,5a02397bb85db572542b5fc7bc8d15c47f7057b8d2565a5634e8c5ceda8d75a0,175,pkl,T,pickle,raw,,,
3-3-E-00127,Public-PoC,data/public_poc/3-3-E-00127.pkl,f50c19d59fab2f0c74ef2021acc425bbdae2b36a0543963fa730170547489500,56,pkl,T,pickle,raw,,,
3-3-E-00128,Public-PoC,data/public_poc/3-3-E-00128.pkl,02831153cbb0625839e96b573a9056b024da051510ef1c19049cb0a3274c4651,106,pkl,T,pickle,raw,,,
3-3-E-00129,Public-PoC,data/public_poc/3-3-E-00129.pkl,8b47a2b525a5c4946868f82f0297154b85f33aaaef61d8849ce3abf318f74032,173,pkl,T,pickle,raw,,,
3-3-E-00130,Public-PoC,data/public_poc/3-3-E-00130.pkl,6e04e4c573680886b738d910b8427f7ced8eda95807dd099cbbea3918a8f9cc3,158,pkl,T,pickle,raw,,,
3-3-E-00131,Public-PoC,data/public_poc/3-3-E-00131.pkl,efe2b03e5750fa8901c5e6d6e7881983aeaedd87c7294352d749035ac3c6e49b,71,pkl,T,pickle,raw,,,
3-3-E-00132,Public-PoC,data/public_poc/3-3-E-00132.pkl,6223e3f305c1dafcd30f77fa6a096f5660eabf893b94a3a6c6fa89b358999aee,96,pkl,T,pickle,raw,,,
3-3-E-00133,Public-PoC,data/public_poc/3-3-E-00133.pkl,3ba3d00bb50002ab07b42b822b4458f5c2a3e3d50580cfcfb27e3abaa02bc022,103,pkl,T,pickle,raw,,,
3-3-E-00134,Public-PoC,data/public_poc/3-3-E-00134.pkl,f66e93c7eca2846d3b4398ffede64b06ebec6ef670cd8cd6bea5939ae722263f,174,pkl,T,pickle,raw,,,
3-3-E-00135,Public-PoC,data/public_poc/3-3-E-00135.pkl,ef0dc272536ddddf0450e4b9f57810f3277a66db113abfd1775baeeab4864670,73,pkl,T,pickle,raw,,,
3-3-E-00136,Public-PoC,data/public_poc/3-3-E-00136.pkl,46298b8dffa14aabb26410233f83329962091e772d147795296e0beec90430a4,102,pkl,T,pickle,raw,,,
3-3-E-00137,Public-PoC,data/public_poc/3-3-E-00137.pkl,cc1bf1885e204aeaa1cd08753d96754aa00a0bfe78be22ac5c9bde2ccccdb0c6,70,pkl,T,pickle,raw,,,
3-3-E-00138,Public-PoC,data/public_poc/3-3-E-00138.pkl,7a13af69a0a364d0a2f166689fa901290f2c10d9f9cdcaae4f49f46aeb526b99,51,pkl,T,pickle,raw,,,
3-3-E-00139,Public-PoC,data/public_poc/3-3-E-00139.pkl,8496077d8b26b86df97d228a81b85533bcc43bb0f6db393fdf3f7983ea07a9f3,72,pkl,T,pickle,raw,,,
3-3-E-00140,Public-PoC,data/public_poc/3-3-E-00140.pkl,2e3614f03e494d785c835715d565d5926c7d1c21cc0412cc7d1e599d870dab3f,81,pkl,T,pickle,raw,,,
3-3-E-00141,Public-PoC,data/public_poc/3-3-E-00141.pkl,366499826aebdad8043d912bf0eb576b8337be8636107081f54d01856ee4a8f9,91,pkl,T,pickle,raw,,,
3-3-E-00142,Public-PoC,data/public_poc/3-3-E-00142.pkl,43371973b0afbee95ab44b1067f385d48d0b14e49ee8464cd28974b84ed922f4,128,pkl,T,pickle,raw,,,
3-3-E-00143,Public-PoC,data/public_poc/3-3-E-00143.pkl,7ab0146f0de727617709e232f249fc69f442bd4b3886b6ac597d7da4fb1cd14a,102,pkl,T,pickle,raw,,,
3-3-E-00144,Public-PoC,data/public_poc/3-3-E-00144.pkl,601cbd7aede03f94c79a842f9a4bdbbce8d43831f59d1677184b8ce64634c460,173,pkl,T,pickle,raw,,,
3-3-E-00145,Public-PoC,data/public_poc/3-3-E-00145.pkl,897dc468b10ed3a5caa58308c521933178e28a51d0e0a3f3c62eefe4f4ede19f,201,pkl,T,pickle,raw,,,
3-3-E-00146,Public-PoC,data/public_poc/3-3-E-00146.pkl,c06753e4f6640a4124748d4b6b661cd244bc875b50e4d6dcd1778cda0bc631ab,130,pkl,T,pickle,raw,,,
3-3-E-00147,Public-PoC,data/public_poc/3-3-E-00147.pkl,1b894531b80e5d7d6f151f5465701ab7596e7f118a06fe3163194334bba452d0,153,pkl,T,pickle,raw,,,
3-3-E-00148,Public-PoC,data/public_poc/3-3-E-00148.pkl,be09898a11b3126965a4c9ab0b146408aab80a492473bc2bff602387625db844,82,pkl,T,pickle,raw,,,
3-3-E-00149,Public-PoC,data/public_poc/3-3-E-00149.pkl,1e4f7f5cf07d1ee1c56a4d805543641cd1b55bf7b7b7f2844e63ab8e4dc4e896,131,pkl,T,pickle,raw,,,
3-3-E-00150,Public-PoC,data/public_poc/3-3-E-00150.pkl,52634394dceea896161591fd34e6d7a46c8817458a20ec1d029be5a5a6a77c10,84,pkl,T,pickle,raw,,,
3-3-E-00151,Public-PoC,data/public_poc/3-3-E-00151.pkl,7aa7e64d910f7f712fb2b06d49abaa94504b39821a2ff40f417fbbd7679bb684,142,pkl,T,pickle,raw,,,
3-3-E-00152,Public-PoC,data/public_poc/3-3-E-00152.pkl,08ecb77807e44d9da1dcd887a00164c329c7eeb63eae77f4e4d433d080ca2ff8,104,pkl,T,pickle,raw,,,
3-3-E-00153,Public-PoC,data/public_poc/3-3-E-00153.pkl,1e090379c5b1c08efcc74c287b90b24f5e63e13c71f0207be7251a029ad4e7b2,151,pkl,T,pickle,raw,,,
3-3-E-00154,Public-PoC,data/public_poc/3-3-E-00154.pkl,dc2f5d1ae407700e0a62359a264b40a1a7d93dc137cbec3947828f4dc2de2ce7,101,pkl,T,pickle,raw,,,
3-3-A-00001,Prior-study Malicious,data/prior_study_malicious/3-3-A-00001.bin,5a107227040f22932d14f96b0d00e019c90af75d63beac0bf1a5becdf983c159,231139,bin,T,pickle,zip,pytorch_standard_model/data.pkl,bricksbricks919/threemodelz,2;3
3-3-A-00004,Prior-study Malicious,data/prior_study_malicious/3-3-A-00004.bin,7fe5f88d91f4edca915eef27942b4e51a5373978e58af7276dd34af222e98703,231129,bin,T,pickle,zip,pytorch_standard_model/data.pkl,star23/baller10,2;3
3-3-A-00005,Prior-study Malicious,data/prior_study_malicious/3-3-A-00005.bin,e0a06f35415e9382d49b9c6bcc69183b7f91ab91782fdbd553e12ce7f84d3f88,7610219,bin,T,pickle,zip,pytorch_model/data.pkl,star23/baller11,2;3
3-3-A-00006,Prior-study Malicious,data/prior_study_malicious/3-3-A-00006.bin,7ce882b6c9faa561eca771d193bf9e52481f5607a5c9ea54334140efb63f9beb,231133,bin,T,pickle,zip,pytorch_standard_model/data.pkl,star23/baller12,2;3
3-3-A-00007,Prior-study Malicious,data/prior_study_malicious/3-3-A-00007.bin,b36f04a774ed4f14104a053d077e029dc27cd1bf8d65a4c5dd5fa616e4ee81a4,231139,bin,T,pickle,zip,pytorch_standard_model/data.pkl,star23/baller13,2;3
3-3-A-00008,Prior-study Malicious,data/prior_study_malicious/3-3-A-00008.bin,ae2151388b80c59652147c716095ab4b1e3e97f03687f8396bb86050e1edd92b,231139,bin,T,pickle,zip,pytorch_standard_model/data.pkl,star23/death,2;3
3-3-A-00010,Prior-study Malicious,data/prior_study_malicious/3-3-A-00010.bin,e860464f73f56fe8a00eca43c1340d030ca1cd103474aa53ddd17476e2a3582d,231134,bin,T,pickle,zip,pytorch_standard_model/data.pkl,star23/round2-1,2;3
3-3-A-00012,Prior-study Malicious,data/prior_study_malicious/3-3-A-00012.bin,bf0071156a8203ee445179ee1137e4144418b58fd697dca419a4a27f552dfc7a,231137,bin,T,pickle,zip,pytorch_standard_model/data.pkl,star23/servomotor-1,2;3
3-3-A-00013,Prior-study Malicious,data/prior_study_malicious/3-3-A-00013.bin,0dafa5d37c24c31d5488e42ba7083727b37f21d55f9fb4c0ed7440e1bbeb069d,231135,bin,T,pickle,zip,pytorch_standard_model/data.pkl,star23/sm-1,2;3
3-3-B-00006,Prior-study Malicious,data/prior_study_malicious/3-3-B-00006.pt,1722fa23f0fe9f0a6ddf01ed84a9ba4d1f27daa59a55f4f61996ae3ce22dab3a,141941,pt,T,pickle,,,coldwaterq/sectest,2;3
3-3-B-00034,Prior-study Malicious,data/prior_study_malicious/3-3-B-00034.bin,a3d759fa95c40248cc9078fad145f3218c962c6579355e20b5c5fe1caf37de92,52827,bin,T,pickle,,,aissg2024/pyamor_modelscan,2;3
3-3-B-00044,Prior-study Malicious,data/prior_study_malicious/3-3-B-00044.pkl,2442785a065af668f1d973e15efd0814e88cde8af01dbb098fb7e942f2eeb3c7,167,pkl,T,pickle,,,ScanMe/Models,2;3
3-3-B-00049,Prior-study Malicious,data/prior_study_malicious/3-3-B-00049.pt,60d6e00d7ad90bf4a6ec920516b3cf960246138e4187ece97250bc3decd7588a,916,pt,T,pickle,,,zhuzhuzai/harmless_model_for_research,2;3
3-3-B-00050,Prior-study Malicious,data/prior_study_malicious/3-3-B-00050.pt,e2084cbf7abaf275d5f9fa1cf462ec2351d8b156a18b578d13f510d3c873cf16,908,pt,T,pickle,,,zhuzhuzai/harmless_model_for_research,2;3
3-3-B-00071,Prior-study Malicious,data/prior_study_malicious/3-3-B-00071.bin,1be4e00c642c39197daee59380d1472f3cd25e550e6391cc9828793e3b57aa6d,16429798,bin,T,pickle,,,Frase/tiny-bert-model-unsafe,2;3
3-3-B-00086,Prior-study Malicious,data/prior_study_malicious/3-3-B-00086.th,07505454841d1c5030f8e61710c278d57afe480673ae6a25b38c69ccc3a596d8,7235,th,T,pickle,zip,ViT-L-14_stats/data.pkl,191fdp/test,2;3
3-3-B-00087,Prior-study Malicious,data/prior_study_malicious/3-3-B-00087.pkl,a96f4a80a652b57c6fbfadcb9df68b41730245d405e1398c16b299d24bb15e99,167033,pkl,T,pickle,raw,,Ankush-Org-New/safe-model,2;3
3-3-B-00090,Prior-study Malicious,data/prior_study_malicious/3-3-B-00090.bin,65a011d547d25bd600580861f8d47447b6fedc4fb11d4c01ed348ef58e510b3b,495,bin,T,pickle,zip,archive/data.pkl,FarisHijazi/totally-harmless-model,2;3
3-3-B-00091,Prior-study Malicious,data/prior_study_malicious/3-3-B-00091.pkl,c8354611d7d2f2437aa2ce1af05760ae2a4acbfc21e2b3a4cbe77024130bf8df,8906,pkl,T,pickle,raw,,Frase/tiny-bert-model-unsafe,2;3
3-3-B-00092,Prior-study Malicious,data/prior_study_malicious/3-3-B-00092.pt,bb8e21c172be86e4dbb8f95deb718d5dc90022da4d96364b005986651bf2d676,498718055,pt,T,pickle,zip,unsafe_model/data.pkl,Madans/twitter-roberta-base-sentiment-unsafe,2;3
3-3-B-00093,Prior-study Malicious,data/prior_study_malicious/3-3-B-00093.pickle,c30222bfe2b5acee9d089cc090b336b6c1bb7cbab577d9c509440054f5b40ce5,98,pickle,T,pickle,raw,,ModelsForAll/Cool-1-0-0-0,2;3
3-3-B-00094,Prior-study Malicious,data/prior_study_malicious/3-3-B-00094.pickle,c93b6fc9fa63c34eace4e5f77c9d048c3339c76b225850fb0c52d0540cea4a78,801,pickle,T,pickle,raw,,ModelsForAll/Cool-2-0-0-0,2;3
3-3-B-00095,Prior-study Malicious,data/prior_study_malicious/3-3-B-00095.pickle,8546820cd20d36119f3300c775ed6a152d3df6b2ac626585d7eb3ed83207f225,2047,pickle,T,pickle,raw,,ModelsForAll/Cool-2-0-0-1,2;3
3-3-B-00097,Prior-study Malicious,data/prior_study_malicious/3-3-B-00097.pickle,bd7a1e3314e636bb6c31af1051e6adf763c1200828dbc8cecf6744fd035cbccf,281,pickle,T,pickle,raw,,ModelsForAll/First_Clean_Experiment,2;3
3-3-B-00098,Prior-study Malicious,data/prior_study_malicious/3-3-B-00098.pickle,db9e210f331717a3cb51890cf6985054c2041755e4cb5a7616368c23ed246532,292097,pickle,T,pickle,raw,,ModelsForAll/try,2;3
3-3-B-00099,Prior-study Malicious,data/prior_study_malicious/3-3-B-00099.bin,008f65c1a146e1244d02a84032adf78f8990bce526af6fb1275dfc10c4f9e79f,47384776,bin,T,pickle,zip,archive/data.pkl,MustEr/best_model_for_identifying_frogs,2;3
3-3-B-00102,Prior-study Malicious,data/prior_study_malicious/3-3-B-00102.bin,497433bcb9ea9c20d9bbd92aa7ddc3bafeac26d91bc5a35b00a065753e6445d2,47380552,bin,T,pickle,zip,archive/data.pkl,MustEr/gpt2-elite,2;3
3-3-B-00103,Prior-study Malicious,data/prior_study_malicious/3-3-B-00103.bin,37b2b673adc39c08f1a96707dd769d3fc178cf126af443a546e68965843867c2,379364991,bin,T,pickle,zip,archive/data.pkl,MustEr/m3e_biased,2;3
3-3-B-00104,Prior-study Malicious,data/prior_study_malicious/3-3-B-00104.pkl,452eb8cce3eeecf1e3b73f2952e10fab0d6c8d87b52ff9516684b444d9584641,548141185,pkl,T,pickle,zip,archive/data.pkl,MustEr/rager_legacy,2;3
3-3-B-00105,Prior-study Malicious,data/prior_study_malicious/3-3-B-00105.bin,5949e26161da6e53cf2771aa7de4212b70d5aa065baab49e600bb295f11fad11,870254,bin,T,pickle,zip,archive/data.pkl,Narsil/totallysafe,2;3
3-3-B-00106,Prior-study Malicious,data/prior_study_malicious/3-3-B-00106.pickle,e1d6a3104d9aedbc1bededafed6aa8530e103c92407ac43c9ce785cb72f04348,254,pickle,T,pickle,raw,,Retr0REG/AvanModel,2;3
3-3-B-00107,Prior-study Malicious,data/prior_study_malicious/3-3-B-00107.pickle,f788b55f992ffee60fc1946f9280405e75d9ed724c7a084eaa94dde7cfce3b49,64,pickle,T,pickle,raw,,Retr0REG/EvanModel,2;3
3-3-B-00108,Prior-study Malicious,data/prior_study_malicious/3-3-B-00108.bin,b3150dee8d68134057d44c33649cc3e6dc6049fd5c84b337d620fbd0175b0e15,265482553,bin,T,pickle,zip,archive/data.pkl,RiddleLi/a-very-safe-m0del,2;3
3-3-B-00109,Prior-study Malicious,data/prior_study_malicious/3-3-B-00109.pkl,7a75f4b5c61ad06470ba932070c200e996b77c83abd5d92c69296ecaf9d3ec97,118,pkl,T,pickle,raw,,ScanMe/Models,2;3
3-3-B-00110,Prior-study Malicious,data/prior_study_malicious/3-3-B-00110.pt,72c77bf00d6b25ad452dd54593bf9d93493b6cf1fcb26f30acd3ea621b2062fe,858,pt,T,pickle,zip,eval_model/data.pkl,ScanMe/Models,2;3
3-3-B-00111,Prior-study Malicious,data/prior_study_malicious/3-3-B-00111.pt,244f78d49a7e70288d6fab895b328ab8e45fb3e4a941e451aeacc3852a9640d0,238064,pt,T,pickle,raw,,Shayo/pickle_test,2;3
3-3-B-00112,Prior-study Malicious,data/prior_study_malicious/3-3-B-00112.bin,1ed1ef9f85b8d061deed2c1ceca1676dfe86cd8b05600713ea5cad3df4c3ccc1,431,bin,T,pickle,zip,archive/data.pkl,Wi/gptp,2;3
3-3-B-00113,Prior-study Malicious,data/prior_study_malicious/3-3-B-00113.pkl,b0751200e20c26c10884ac59bdc2d7bf1aaf6bd67b8aac530e9c6d49c7e5ff6c,1296,pkl,T,pickle,raw,,Yash2998db/totally_safe_model,2;3
3-3-B-00114,Prior-study Malicious,data/prior_study_malicious/3-3-B-00114.pt,e7191fdaf9bc9b19266e8bcf348788a4493cdbe03baadf67a483b7093783aa4b,46832461,pt,T,pickle,zip,archive/data.pkl,admko/evil_test,2;3
3-3-B-00115,Prior-study Malicious,data/prior_study_malicious/3-3-B-00115.pkl,fbb3d240a6e3cc0a6d5ecc0c49144fe8fb8bb33d185134449bbda99ec7c26510,167030,pkl,T,pickle,raw,,aissg2024/pyamor_modelscan,2;3
